frase_id,frase,multi_vote,majority_vote,agreement_rate,annotators,total_annotations,n_labels_multi
3718056,Sigo a minha vide de homem simples.,"[""identidade""]",identidade,50.0,2,2,1
3719665,E as correntes desse novo mar.,"[""outros""]",outros,100.0,2,2,1
3720526,"Ele tá comigo
.","[""identidade""]",identidade,50.0,2,1,1
3720534,Ele tá comigo.,"[""habilidades""]",habilidades,50.0,2,3,1
37206,"Caralho, os paparazzi tirando foto, eles é foda, mano.","[""comportamentos""]",comportamentos,100.0,2,3,1
3721331,Uma mulher sozinha.,"[""identidade""]",identidade,100.0,2,2,1
3721344,Um rapaz delicado e alegre.,"[""identidade"", ""comportamentos""]",identidade,100.0,2,5,2
3721501,E eu sou apenas um rapaz latino-americano.,"[""identidade""]",identidade,100.0,2,3,1
3723580,(se largarmos da mulher interesseira.,"[""identidade""]",identidade,50.0,2,3,1
3725301,Essa menina livre que.,"[""comportamentos""]",comportamentos,100.0,2,3,1
3725323,E essa menina livre que.,"[""identidade""]",identidade,50.0,2,2,1
372680,Tenho certeza que ela está desesperada.,"[""identidade""]",identidade,50.0,2,3,1
3726846,Deusa louca.,"[""comportamentos""]",comportamentos,50.0,2,1,1
3726856,Deusa nua.,"[""aparencia""]",aparencia,100.0,2,3,1
3727513,"Senhor charqueada, Dom.","[""outros""]",outros,50.0,2,2,1
372752,Me apaixonei de repente por uma mulher bonita.,"[""identidade""]",identidade,50.0,2,2,1
372765,Ela é água cristalina.,"[""aparencia""]",aparencia,100.0,2,3,1
372938,Mamãe é tão boazinha e não merece morrer.,"[""identidade""]",identidade,50.0,2,2,1
373005,E ela contente só junto de mim.,"[""aparencia""]",aparencia,50.0,2,3,1
373045,não era assassino nem homem covarde dizia a verdade.,"[""identidade""]",identidade,50.0,2,2,1
3730487,"Da linda mulher gaúcha, beleza de minha terra
.","[""identidade"", ""aparencia""]",identidade,100.0,2,6,2
3730530,Ela ficou zangada e foi quebrando tudo.,"[""comportamentos""]",comportamentos,100.0,2,2,1
373063,sabendo a verdade o rei soberano tracou varios planos.,"[""comportamentos""]",comportamentos,50.0,2,1,1
3730706,"Encontrei ele mateando sentado em cima da cobra.
.","[""outros""]",outros,50.0,2,2,1
3730808,E tem chifrudo reclamando que as mulheres são espertas.,"[""identidade""]",identidade,50.0,2,2,1
3730831,Que a mulher foi gerada.,"[""identidade""]",identidade,50.0,2,2,1
3731062,Ela é cheia de fluflu.,"[""outros""]",outros,50.0,2,1,1
3731233,"Ele é meu e te pertence, grande, bravo, nobre, belo.","[""aparencia""]",aparencia,100.0,2,5,1
3731234,"Ele é meu e te pertence, grande, bravo, nobre, belo
.","[""identidade""]",identidade,50.0,2,2,1
3731412,O meu carro não é grande ele é bem pequinininho.,"[""identidade""]",identidade,50.0,2,3,1
373199,Pernambuco ele foi nascido.,"[""papel_social""]",papel_social,100.0,2,4,1
3732008,"Tô bem treinado, sou um homem carinhoso.","[""identidade""]",identidade,50.0,2,4,1
3732359,"E aquela moça bonita nunca mais eu esqueci).
.","[""aparencia""]",aparencia,100.0,2,2,1
3732360,Tinha um jeitinho de moça pura e sincera.,"[""comportamentos""]",comportamentos,100.0,2,4,1
3732603,Mulher bonita demais.,"[""aparencia""]",aparencia,100.0,2,2,1
3732934,"Mulher sincera, liderança das gurias.","[""identidade"", ""comportamentos""]",identidade,100.0,2,6,2
3732940,Mulher medonha difícil de compreender –.,"[""comportamentos""]",comportamentos,100.0,2,2,1
373302,Senhor radialista lhe escrevo esta carta.,"[""valores""]",valores,50.0,2,1,1
373306,"E muito obrigado, senhor radialista.","[""comportamentos""]",comportamentos,100.0,2,3,1
3733137,que por ele estava apaixonada.,"[""comportamentos""]",comportamentos,50.0,2,1,1
3733279,e ela é fissurada em rock.,"[""comportamentos""]",comportamentos,100.0,2,4,1
3733334,com aquela moça maluca.,"[""comportamentos""]",comportamentos,100.0,2,2,1
373341,Enquanto ele vive fraco.,"[""aparencia""]",aparencia,50.0,2,3,1
3733567,Tem uma mulher bonita na rua da minha casa.,"[""aparencia""]",aparencia,50.0,2,1,1
3733667,Porque afinal ela era a patroa.,"[""identidade""]",identidade,50.0,2,2,1
3733780,Homem rural desta terra sulina.,"[""identidade""]",identidade,100.0,2,4,1
3734002,Uma delas descobrisse o homem bom que sou eu.,"[""comportamentos""]",comportamentos,50.0,2,1,1
3734308,"moça bonita, cordeona, violão e trago.","[""aparencia""]",aparencia,100.0,2,4,1
3734338,Se a rapaz era casado viviam a se informar.,"[""outros""]",outros,100.0,2,3,1
3734649,Sou um homem rico de felicidade.,"[""identidade""]",identidade,100.0,2,4,1
3734841,"O batidão contagia, aqui tem mulher bonita.","[""aparencia""]",aparencia,100.0,2,2,1
3734873,Com um beijo na nuca ela arrepia.,"[""habilidades""]",habilidades,50.0,2,1,1
3734907,Tem moça linda e fofoca das vizinhas.,"[""outros""]",outros,50.0,2,1,1
3734928,"Pra ela fica doidinha,.","[""comportamentos""]",comportamentos,50.0,2,2,1
3735069,"Minha muié, ela anda desconfiada acho que fica.","[""identidade""]",identidade,100.0,2,4,1
3737503,agora desce fazendo careta desce com a mão na cabeça desce ela é gostosa demais.,"[""aparencia""]",aparencia,50.0,2,1,1
3737510,"Ela é quente realmente do jeito que o povo gosta, ó como ela tá soltinha.","[""identidade"", ""comportamentos""]",identidade,100.0,2,4,2
3737511,"Ó como ela tá gostosa e vai joga, joga, joga.","[""aparencia""]",aparencia,50.0,2,2,1
3737525,ela é gostosa demais.,"[""aparencia""]",aparencia,50.0,2,2,1
3737866,"Ela é top, ela cai pra cima
.","[""identidade""]",identidade,50.0,2,3,1
3737870,"Gracinha, ela tá soltinha
.","[""identidade"", ""aparencia""]",identidade,100.0,2,5,2
3739011,Ela tá igual minha vida meio bagunçada.,"[""comportamentos""]",comportamentos,50.0,2,1,1
3740323,Me liguei que ela é difícil deu pra perceber (perceber).,"[""valores""]",valores,50.0,2,3,1
37408,Ela era linda e tava carente.,"[""identidade"", ""aparencia""]",identidade,100.0,2,5,2
37418,É que eu sou homem só vivo errando.,"[""identidade""]",identidade,50.0,2,3,1
374217,"Choro de mulher é arma,.",[],,0.0,2,0,0
374224,"Pra não ver o homem triste,.","[""identidade""]",identidade,50.0,2,2,1
3742778,Ela tá toda blogueirinha.,"[""comportamentos""]",comportamentos,50.0,2,1,1
374328,Um homem muito sozinho.,"[""outros""]",outros,50.0,2,1,1
3744397,É a ignorância dos votos nos bons homens maus.,"[""identidade""]",identidade,50.0,2,2,1
3744556,Paulinho é legado de.,"[""comportamentos""]",comportamentos,100.0,2,2,1
3745370,"Eu resisti, mas essa mina é disposição.","[""habilidades""]",habilidades,50.0,2,1,1
3745372,E a cada não ela vem mais ousada.,"[""comportamentos""]",comportamentos,100.0,2,3,1
3745459,"Mulher bonita mexe com meu coração
.","[""aparencia""]",aparencia,100.0,2,2,1
3745902,Ela diz tá está arrependida.,"[""comportamentos""]",comportamentos,50.0,2,1,1
3745913,"E ele é o culpado
.","[""identidade""]",identidade,100.0,2,3,1
3745994,"Ela é a mina, mas você não é o cara.","[""identidade""]",identidade,100.0,2,3,1
3745995,"Nunca foi bijuteria, ela é uma joia rara.","[""papel_social""]",papel_social,50.0,2,3,1
3746000,Eu vou deixar ela louca.,"[""comportamentos""]",comportamentos,50.0,2,1,1
3746190,Disconfiança é tão ruim.,"[""valores""]",valores,50.0,2,2,1
3746368,E se ele é bom pra você.,"[""identidade""]",identidade,100.0,2,3,1
374650,O homem já milionário.,"[""identidade""]",identidade,100.0,2,3,1
374655,Ele estava acostumado.,[],,0.0,2,0,0
374682,Ele era mesmo mesquinho.,"[""identidade"", ""comportamentos""]",identidade,100.0,2,4,2
374762,Ele foi acorrentado.,"[""identidade""]",identidade,50.0,2,1,1
374764,O rapaz foi algemado.,"[""outros""]",outros,50.0,2,3,1
3749050,Parceiro menino faceiro saiu do barraco.,"[""comportamentos""]",comportamentos,50.0,2,1,1
3749598,É a minha mulher maravilha.,"[""aparencia""]",aparencia,50.0,2,3,1
374963,Marlene era tão devota.,"[""comportamentos""]",comportamentos,100.0,2,6,1
374968,Porque era um moço ateu.,"[""identidade""]",identidade,50.0,2,2,1
3750174,Bagaço de cana pra ele é arroz.,"[""identidade""]",identidade,50.0,2,2,1
3750416,Ver eles felizes para sempre.,"[""comportamentos""]",comportamentos,50.0,2,1,1
375147,"(nossa, ela era tão linda agora tá grande.","[""aparencia""]",aparencia,50.0,2,2,1
375149,Não existe mulher feia.,"[""identidade""]",identidade,50.0,2,4,1
3752002,E por você ela é capaz de enfrentar.,"[""habilidades""]",habilidades,50.0,2,2,1
3752259,Faz tanto tempo que ele tá sozinho.,"[""outros""]",outros,50.0,2,2,1
37526,E o som já tá no alto (o som já tá no alto) Vizinho já tá puto.,"[""comportamentos""]",comportamentos,100.0,2,2,1
3753861,"Quando sente o jeito que ele deve ser tocado
.","[""comportamentos""]",comportamentos,50.0,2,2,1
3753977,"Deus do céu essa garota é diferente
.","[""identidade""]",identidade,100.0,2,4,1
3753986,"Ela não é boba, ela é sagaz.","[""habilidades""]",habilidades,50.0,2,2,1
3754289,Ela é a dama e eu sou o vagabundo.,"[""identidade""]",identidade,50.0,2,1,1
3756394,Ela é tão linda eu sei.,"[""aparencia""]",aparencia,50.0,2,1,1
37565,"Ela tem muito bom gosto (Okay) Mas eu quero ver mais de perto (Ahn) Baile sem você bebê, p'ra mim parece um deserto.","[""valores""]",valores,50.0,2,3,1
3756564,A mina é maneira não colei com ela.,"[""comportamentos""]",comportamentos,100.0,2,4,1
3756565,Mais sempre desejei que ela fosse feliz.,"[""outros""]",outros,50.0,2,3,1
3756754,Você mina direita e eu safado.,[],,0.0,2,0,0
3756934,Você é a mulher perfeita.,"[""identidade""]",identidade,50.0,2,5,1
375721,A sua filha é minha nora.,"[""identidade""]",identidade,100.0,2,3,1
3757329,Tipo musa real.,"[""aparencia""]",aparencia,100.0,2,3,1
3757592,Ela é uma doçura de mulher.,"[""identidade""]",identidade,50.0,2,1,1
3757595,Ela é perfeita tim tim por tim tim.,"[""identidade""]",identidade,50.0,2,2,1
3758092,Me ferrei ela é baladeira.,"[""identidade""]",identidade,50.0,2,2,1
3759406,Menina bonitinha pode vir já sem calcinha.,"[""comportamentos""]",comportamentos,50.0,2,3,1
375974,Mas por enquanto deixa ela quieta.,"[""comportamentos""]",comportamentos,50.0,2,2,1
3759767,Homem decente.,"[""identidade""]",identidade,100.0,2,4,1
3759796,Construiu sua família com uma mãe solteira.,"[""papel_social""]",papel_social,100.0,2,4,1
3761377,"No quesito, ouve o flow, Pelezinho é hepta, ayy.","[""comportamentos""]",comportamentos,50.0,2,3,1
376145,Gumercindo pro revanche logo ele foi convidado.,"[""outros""]",outros,50.0,2,1,1
3761632,Sou mina bela rebolo na tela.,[],,0.0,2,0,0
3761863,Ela é porrada.,[],,0.0,2,0,0
3762285,"Você é um rapaz tão pobre, não namoro pé rapado
.","[""papel_social""]",papel_social,100.0,2,3,1
376236,Ser heroi de alguem e melhor ainda ter do lado a mulher maravilha.,"[""identidade""]",identidade,100.0,2,3,1
376277,Ela estava tão linda na quela janela.,"[""aparencia""]",aparencia,100.0,2,3,1
376294,Eu acho ela top.,[],,0.0,2,0,0
376296,Eu acho ela boa demais.,"[""habilidades""]",habilidades,100.0,2,4,1
3762982,"Você fez, aconteceu com uma mulher maravilhosa.","[""identidade""]",identidade,50.0,2,2,1
376302,Eu acho ela boa demais..,"[""identidade""]",identidade,50.0,2,2,1
3763601,Essa moça chique já contou trocado.,"[""identidade""]",identidade,100.0,2,5,1
3764848,Meu pai foi minha referência de homem forte.,"[""identidade""]",identidade,50.0,2,3,1
3764852,Por esses homens é preciso chorar.,"[""comportamentos""]",comportamentos,50.0,2,1,1
3764871,"Esse homem violento, homem violado.","[""identidade""]",identidade,50.0,2,2,1
376597,Quando ela fica louca.,"[""identidade""]",identidade,50.0,2,2,1
376668,Minha flor querida é tão amorosa.,"[""identidade"", ""comportamentos""]",identidade,100.0,2,4,2
3767507,"Se ela está presente eu vou...
.","[""comportamentos""]",comportamentos,50.0,2,1,1
3767509,"Se ela está presente, eu vou
.","[""comportamentos""]",comportamentos,50.0,2,2,1
3768944,"Garota, ele não é verdadeiro.","[""identidade""]",identidade,50.0,2,1,1
3769188,porque a cama grande ela vaite arropar.,"[""comportamentos""]",comportamentos,100.0,2,2,1
3769374,Ele anda grilado e preocupado pela cidade.,"[""identidade""]",identidade,50.0,2,2,1
3770551,E ela vai ser bem melhor.,"[""habilidades""]",habilidades,100.0,2,3,1
3770627,Pra moça bonita um colar.,"[""aparencia""]",aparencia,100.0,2,4,1
3770740,Menina musa é minha música de paz.,"[""aparencia""]",aparencia,50.0,2,1,1
3770743,"Menina musa é minha música
.","[""identidade""]",identidade,50.0,2,2,1
377090,"Sem aliança, mãe solteira.","[""identidade""]",identidade,50.0,2,2,1
377093,"Mãe solteira, que importa?.","[""identidade""]",identidade,50.0,2,1,1
3771019,"E ela já tá decidida, atrás do que soma.",[],,0.0,2,0,0
3771089,"Mas comigo ele foi covarde e malvado
.","[""identidade"", ""comportamentos""]",identidade,100.0,2,5,2
3771683,Ela joga consciente.,[],,0.0,2,0,0
3771708,"Pé na areia, pé no mar, Deus é fiel, fé sem neurose.","[""valores""]",valores,50.0,2,1,1
3771735,Ela é raposa traiçoeira e ainda diz que eu sou chato.,"[""identidade""]",identidade,100.0,2,3,1
377201,Meus amigos dizem que ela está contente.,"[""comportamentos""]",comportamentos,100.0,2,2,1
377209,Meus dizem que ela está contente.,"[""identidade""]",identidade,50.0,2,1,1
3772510,"Sou livre, sou musa cantante, sou só coração
.","[""identidade""]",identidade,100.0,2,2,1
3772785,eles ficam iguais.,"[""identidade""]",identidade,50.0,2,1,1
3773057,Por isso para ela somos marginais.,"[""valores""]",valores,50.0,2,1,1
3773192,Uma mulher fatal.,"[""identidade""]",identidade,100.0,2,5,1
3773636,Mas que mina gata.,"[""aparencia""]",aparencia,100.0,2,2,1
3774375,Ele é traiçoeiro.,"[""identidade"", ""comportamentos""]",identidade,100.0,2,6,2
3774498,Essa mina tá louca.,"[""comportamentos""]",comportamentos,100.0,2,2,1
3774532,"Essa mina é safada foi embora com dj
.","[""comportamentos""]",comportamentos,100.0,2,3,1
3774537,Mina é safada foi embora com dj.,"[""comportamentos""]",comportamentos,100.0,2,3,1
3774551,Escondidinho é mais gostoso.,"[""comportamentos""]",comportamentos,100.0,2,3,1
3774565,Ela não é professora m.,"[""identidade""]",identidade,100.0,2,3,1
3774568,Roger que mina maluca.,[],,0.0,2,0,0
377566,"Deus tarde, mas não falta, Ele é justo.","[""identidade""]",identidade,50.0,2,2,1
37758,"Quando você vier, por favor, não coma pouco (yeah) Noites que ela fica louca (uh) Nem sempre tá crazy (uh) (Ela age) como se fosse poucas (poucas, ó) Mas isso só às vezes (só às vezes) Uma dose atrás da outra (ou) Chapa e nem percebe (cê) Só se acaba em motel (mo) Antes que acabe, é check (check) (Uh) minha neblina é aonde acontece (yeah) (Uh) (ahn) igual minha carteira, minha blunt tá verde (yeah) (Uh) (huh) só ando engordando, tô comendo cash (yeah) (Uh) não preciso das que se envolvem com pac (ayy) Goles e goles e goles e goles, yeah.","[""aparencia""]",aparencia,50.0,2,4,1
377668,Mas ele fica feliz mesmo até recompensado.,"[""identidade""]",identidade,50.0,2,2,1
377766,Carrego moças bonitas.,"[""aparencia""]",aparencia,50.0,2,3,1
3778197,Ela é minha menina lua.,"[""identidade""]",identidade,100.0,2,3,1
3779337,a menina mais amada.,"[""identidade""]",identidade,50.0,2,1,1
377999,Visitei minas gerais que é o berço onde nasci.,[],,0.0,2,0,0
3780144,Menino já tão maduro.,"[""identidade""]",identidade,100.0,2,3,1
378028,"Vendo minha mãe paralítica, sem um sinal de melhora,.","[""papel_social""]",papel_social,50.0,2,4,1
378029,Levei ela confiante ao.,"[""comportamentos""]",comportamentos,50.0,2,2,1
3780501,Ela é tão carinhosa.,"[""identidade""]",identidade,100.0,2,3,1
3780533,Ela é adrenalina pura.,"[""identidade""]",identidade,100.0,2,3,1
3780534,A mulher mais livre que tu vai conhecer.,"[""identidade""]",identidade,50.0,2,1,1
3780543,Ela é tão quente como fogo.,"[""aparencia""]",aparencia,100.0,2,3,1
3780594,"Ela é dama, rei e ás.","[""identidade""]",identidade,50.0,2,2,1
3780595,"Ave maria, ela é cheia de graça.","[""identidade""]",identidade,50.0,2,2,1
3780869,"Vem, que eu te faço a mulher mais feliz do mundo.","[""identidade""]",identidade,50.0,2,5,1
3782343,"Ela é surtada, marrenta, ciumenta de fase.","[""identidade""]",identidade,100.0,2,4,1
37836,Hoje ela joga pros mlk do.,"[""comportamentos""]",comportamentos,50.0,2,1,1
3783705,Branco fosse carinho.,"[""papel_social""]",papel_social,50.0,2,3,1
3783723,Branco fosse carinho o.,"[""outros""]",outros,100.0,2,2,1
3784878,Uma menina boa só parece que é boba..,"[""identidade""]",identidade,100.0,2,3,1
3784879,"Toda, toda vai pensando que ela é trouxa..","[""comportamentos""]",comportamentos,50.0,2,2,1
3784886,Uma mulher confusa ao mesmo tempo tão monstra..,[],,0.0,2,0,0
3784890,Outra se falar que ela é tonta.,"[""identidade""]",identidade,50.0,2,1,1
3784924,"Ela é cheirosa, gostosa como uva..","[""comportamentos""]",comportamentos,50.0,2,3,1
3785264,"Ele é o bode-expiatório da classe
.","[""identidade""]",identidade,50.0,2,3,1
3785309,"Quando quer, ela é perfeita pra ser minha mulher
.","[""identidade""]",identidade,50.0,2,3,1
3785328,"Porque ela é bipolar e com todos os defeitos quando quer
.","[""identidade"", ""comportamentos""]",identidade,100.0,2,6,2
3788889,A mãe secretária na sapataria.,"[""identidade"", ""papel_social""]",identidade,100.0,2,5,2
3790149,0 jovem era homem velho.,"[""identidade""]",identidade,50.0,2,2,1
3791362,O homem rico contará o seu dinheiro.,"[""comportamentos""]",comportamentos,50.0,2,1,1
3791369,"O homem rico e o tolo contarão flores
.","[""identidade""]",identidade,50.0,2,3,1
3791374,"O homem rico e o tolo abrirão as portas...

.",[],,0.0,2,0,0
3791876,Se ele estava errado.,"[""outros""]",outros,50.0,2,2,1
379217,que ela era a mulher que tanto esperei.,"[""comportamentos""]",comportamentos,50.0,2,3,1
379235,Deus oh senhor poderoso eu lhe faço um pedido.,"[""valores""]",valores,100.0,2,4,1
3792351,Agora eles estavam armados até os dentes.,"[""outros""]",outros,100.0,2,4,1
3792573,Ele era cego.,"[""identidade""]",identidade,100.0,2,2,1
379309,Ela é culpada auê uê uê ê boi.,"[""identidade""]",identidade,50.0,2,1,1
379311,Ela é culpada auê uê uê ê boi de eu viver nas estradas.,"[""identidade""]",identidade,50.0,2,1,1
3795662,Nesses dias ele quase cega.,"[""habilidades""]",habilidades,50.0,2,2,1
3795717,Se ela preferir ficar sozinha.,"[""papel_social""]",papel_social,50.0,2,2,1
379652,Com grande esperança ele luta sozinho.,"[""valores""]",valores,50.0,2,2,1
379673,Minha esposa muito linda.,"[""aparencia""]",aparencia,100.0,2,2,1
379712,"Deus sabe, minha gente.","[""valores""]",valores,100.0,2,6,1
3797320,eles são tão parecidos mas não como nós.,"[""aparencia""]",aparencia,100.0,2,3,1
3797322,eles são tão bonitos.,"[""aparencia""]",aparencia,100.0,2,3,1
3798020,por isso ele parece muito mais potente.,"[""identidade""]",identidade,50.0,2,2,1
3799125,homem é o nome do troço.,"[""identidade""]",identidade,50.0,2,2,1
379937,Se ela é feliz.,"[""aparencia""]",aparencia,50.0,2,2,1
3800352,"você garota é a zona da minha vida
.","[""valores""]",valores,50.0,2,1,1
3801014,"ele tá ligado,.","[""habilidades""]",habilidades,50.0,2,1,1
3801280,"Somente ele é capaz de uma revolução
.","[""habilidades""]",habilidades,100.0,2,4,1
3801616,Tão triste que nem uma mulher peituda.,"[""aparencia""]",aparencia,100.0,2,4,1
380222,neste instante respondeu um homem sou reporter de um.,"[""identidade""]",identidade,100.0,2,4,1
3802336,Ribeiro tava certo.,"[""outros""]",outros,100.0,2,3,1
3802386,O quê que importa se ele é preto e você branco.,"[""aparencia""]",aparencia,100.0,2,2,1
380310,Mas se eu pegá esse gato eu vô fazê ele miá em dó maior.,"[""habilidades""]",habilidades,50.0,2,2,1
3803264,Menina simpática mas to sem prática.,"[""identidade""]",identidade,50.0,2,2,1
3803268,"“Eita, menina gostosa da porra.","[""aparencia""]",aparencia,50.0,2,1,1
3803288,"Eita, menina gostosa da porra.","[""aparencia""]",aparencia,50.0,2,1,1
380357,Com a moça brasileira.,"[""identidade""]",identidade,100.0,2,2,1
380506,Me disseram que ela foi vista com outro.,"[""comportamentos""]",comportamentos,100.0,2,2,1
3805112,Pode revelar um garoto leite.,"[""outros""]",outros,50.0,2,2,1
380563,Ele era valentão só gostava de arrelia.,"[""identidade""]",identidade,50.0,2,2,1
3805681,Ela é uma ilha cercada de ilusão.,"[""identidade""]",identidade,100.0,2,3,1
3805696,"E ela não quer ficar sozinha
.","[""comportamentos""]",comportamentos,100.0,2,3,1
3805707,Ela não quer ficar sozinha.,"[""comportamentos""]",comportamentos,50.0,2,2,1
380577,A mulher ficou contente quando viu o garotinho.,"[""comportamentos""]",comportamentos,50.0,2,1,1
380580,Não sabia essa inocente que o menino era um diabinho.,"[""identidade""]",identidade,50.0,2,2,1
3806024,ao padre - ele é o doutor.,"[""identidade""]",identidade,100.0,2,3,1
3806265,"Excelentíssimo senhor juiz, sou simples jardineiro.","[""identidade""]",identidade,100.0,2,4,1
3806267,"Ela é bonita, rica e formidável.","[""identidade""]",identidade,50.0,2,2,1
3806297,E no quintal da minha musa caprichosa.,"[""identidade""]",identidade,50.0,2,4,1
3806446,Ele tá tão distante.,"[""comportamentos""]",comportamentos,100.0,2,2,1
3806622,E isso não me fazeria um homem melhor.,"[""comportamentos""]",comportamentos,50.0,2,3,1
3806651,Porque ele ficou dependente.,"[""comportamentos""]",comportamentos,100.0,2,3,1
3806667,Ele está suspenso por seus pés.,"[""comportamentos""]",comportamentos,50.0,2,4,1
3806761,Johnny estão noivos.,"[""papel_social""]",papel_social,50.0,2,2,1
3806868,"Que eles estarão perdidos
.","[""identidade""]",identidade,50.0,2,2,1
380713,Augusto era um moço pobre.,"[""identidade""]",identidade,50.0,2,3,1
3807254,"quero meu corpo cremado, para que ele seja espalhado por toda cidade cenográfica em.","[""valores""]",valores,100.0,2,2,1
380750,A minha filha querida.,"[""outros""]",outros,50.0,2,3,1
3807751,as amiguinhas de sua filha adolecente.,"[""identidade""]",identidade,50.0,2,2,1
3807940,E a esposa anda malhada.,"[""aparencia""]",aparencia,50.0,2,1,1
38087,"Olhando o céu, ela é cruel.","[""identidade""]",identidade,50.0,2,1,1
3809355,ela é moça direita.,"[""identidade"", ""valores""]",identidade,100.0,2,6,2
380969,Deus que mulher bonita.,"[""aparencia""]",aparencia,100.0,2,2,1
380993,As moças bonitas dançavam comigo.,"[""outros""]",outros,50.0,2,2,1
3810389,Um homem livre cai em declive.,"[""outros""]",outros,50.0,2,1,1
3810785,Ela é gringa.,"[""identidade""]",identidade,100.0,2,2,1
3810787,Ela é ginga.,"[""identidade""]",identidade,50.0,2,2,1
3810790,"Ela é linda
.","[""aparencia""]",aparencia,100.0,2,3,1
3810794,Ela é brisa gostosa.,[],,0.0,2,0,0
3810795,"Ela é linda, cheirosa.","[""aparencia""]",aparencia,100.0,2,3,1
3810812,"Quando quebra na praia é linda, mas ela é linda!.","[""identidade""]",identidade,100.0,2,3,1
3811252,"E esse filme passou e ele é enlatado
.","[""identidade""]",identidade,50.0,2,2,1
3811283,Ela é boa e é tudo de bom.,"[""identidade""]",identidade,50.0,2,3,1
381182,Ele mesmo recebeu.,"[""outros""]",outros,100.0,2,2,1
3812157,Cuca não é fêmea.,"[""outros""]",outros,50.0,2,1,1
3812699,Ela é sexy.,[],,0.0,2,0,0
3812705,Ela é surda pros otários.,"[""identidade""]",identidade,100.0,2,4,1
3812950,Ela é neurótica.,"[""comportamentos""]",comportamentos,100.0,2,2,1
3812969,Ela não é a cinderela e eu gosto dela mesmo assim.,"[""identidade""]",identidade,50.0,2,2,1
3813291,"Finalmente ele está certo""
.","[""identidade""]",identidade,50.0,2,2,1
3813517,Mulher bonita aqui não pode faltar.,"[""comportamentos""]",comportamentos,50.0,2,1,1
3813676,"Mulher bonita de montão num só país num só lugar?
.",[],,0.0,2,0,0
3814522,Olha menino tu não é minha cria menino feio.,"[""identidade"", ""aparencia""]",identidade,100.0,2,5,2
3814538,"Perdi meu emprego e apanhei outra vez
.","[""identidade""]",identidade,50.0,2,3,1
3814559,Mulher linda toda hora é gostoso de se ver.,"[""aparencia""]",aparencia,100.0,2,2,1
381472,"Conheci um moço pobre, era um simples lavrador.","[""identidade""]",identidade,50.0,2,3,1
381491,"senhor pode fazer pra mim, acho que só senhor memo.","[""identidade""]",identidade,50.0,2,3,1
3816350,Tu sabe que elas são raridade.,"[""aparencia""]",aparencia,50.0,2,3,1
3816444,Um rapaz tão seguro.,"[""identidade""]",identidade,100.0,2,4,1
3816656,Ele é falso como a sua alma.,[],,0.0,2,0,0
3817270,Eles são o sexo mais forte.,"[""identidade""]",identidade,50.0,2,1,1
3818166,"Essa mina é muito linda, Acho que vou enlouquecer.","[""aparencia""]",aparencia,50.0,2,1,1
381853,Essa mulher fascinante.,[],,0.0,2,0,0
3819924,É a musa soberana nesse bar.,"[""comportamentos""]",comportamentos,100.0,2,2,1
3819930,Menina singular.,"[""identidade""]",identidade,50.0,2,4,1
3820470,"Sabe ser uma mulher fatal
.","[""identidade""]",identidade,50.0,2,1,1
3820483,"Pra não ser uma mulher normal
.","[""outros""]",outros,50.0,2,1,1
3820729,"No coração dos homens maus, já se acabou.","[""valores""]",valores,100.0,2,3,1
3821307,Fama de homem bom.,"[""comportamentos""]",comportamentos,50.0,2,2,1
3821630,E ela ouve da minha boca que ela é simplesmente linda.,"[""aparencia""]",aparencia,100.0,2,3,1
3821636,Eu tenho um receio que ela ache careta.,[],,0.0,2,0,0
3822070,Exceto todos os espelhos que confirmam que ela é linda.,"[""aparencia""]",aparencia,100.0,2,2,1
3822703,"E mais um dia ele não vai dormir sozinho,.","[""outros""]",outros,50.0,2,1,1
3823164,Mãe bom dia.,"[""outros""]",outros,50.0,2,2,1
382345,moça bunita perdedéra.,"[""aparencia""]",aparencia,100.0,2,3,1
382358,moça bunita laço de amô.,"[""aparencia""]",aparencia,100.0,2,2,1
3824946,"E nem se toca, nem se toca que aquela mina especial.","[""identidade""]",identidade,50.0,2,1,1
3825664,"Zé é fuçado, ele é todo equipado.","[""outros""]",outros,50.0,2,2,1
382574,Uma mulher insensível.,"[""identidade""]",identidade,50.0,2,1,1
3825994,Falo sempre palavrão e ela é voga no inglês.,"[""outros""]",outros,50.0,2,2,1
3825996,"Sou um louco pobretão e ela é herdeira de um ricão
.",[],,0.0,2,0,0
3826005,"Não esquento com horário, ela é britânica, coisa e tal.","[""identidade""]",identidade,100.0,2,2,1
3826301,"Umas minas bem loucas, um calor de mil grau.","[""identidade""]",identidade,50.0,2,2,1
3826625,"Ele é um artista, um ator,.","[""identidade""]",identidade,100.0,2,4,1
382790,"Aparece as macacoas, ele já fica cabreiro.","[""identidade""]",identidade,50.0,2,3,1
3828379,Você diz que eu minto que sou uma mina cínica..,"[""identidade"", ""valores"", ""comportamentos""]",identidade,100.0,2,6,3
3828380,Eu não sou uma mina cínica.,"[""identidade""]",identidade,50.0,2,1,1
3828381,Eu sou a garota química.,"[""identidade""]",identidade,100.0,2,3,1
3828550,E onde já se viu garota escrota como eu.,"[""identidade""]",identidade,50.0,2,1,1
3828791,"Eu digo: não esquenta, sou uma mina legal
.",[],,0.0,2,0,0
3829554,Que ela não é santa.,"[""identidade""]",identidade,50.0,2,2,1
