frase_id,sim,nao,nao_sei,not_annotated,total_annotations,valid_annotations,frase,tem_padrao,real_class,majority_annotation,agreement_rate
1976031,3,0,0,1,4,3,Ela é minha paz.,Female,sim,sim,100.0
1976357,2,0,0,2,4,2,entrega seu corpo a homens estranhos.,Male,sim,sim,100.0
1976825,1,0,0,3,4,1,Vou fazer de você a mulher mais feliz do mundo..,Female,sim,sim,100.0
1977781,1,0,0,2,3,1,E o astro rei majestoso.,Male,sim,sim,100.0
1978065,2,0,0,1,3,2,Pra todo sempre ele é o senhor.,Male,sim,sim,100.0
1978066,2,0,0,2,4,2,Ele é o dono desta casa.,Male,sim,sim,100.0
1978558,2,0,0,1,3,2,Sua mulher é linda você tá de parabéns.,Female,sim,sim,100.0
1978610,2,0,0,1,3,2,Moça linda por favor guarde todo esse amor.,Female,sim,sim,100.0
1979283,1,0,0,3,4,1,"Ela tá beba doida,.",Female,sim,sim,100.0
1979285,4,0,0,0,4,4,Ela tá beba doida.,Female,sim,sim,100.0
1979297,2,1,0,1,4,3,Ela tá beba doida..,Female,sim,sim,66.66666666666667
1979310,1,0,0,2,3,1,"Balada proibida, só mulher bonita.",Female,sim,sim,100.0
1980514,2,0,0,1,3,2,Manda pro inferno a mulher mais querida.,Female,sim,sim,100.0
1980991,3,0,0,1,4,3,Aldo de um homem valente.,Male,sim,sim,100.0
1981001,2,0,0,2,4,2,Ela já foi minha dona.,Female,sim,sim,100.0
1981327,3,0,0,1,4,3,"Vem amante, eu sou aquele homem certo.",Male,sim,sim,100.0
1981504,3,0,0,0,3,3,"Antes levava moça linda na garupa,.",Female,sim,sim,100.0
1981538,2,0,0,2,4,2,Comigo ela é esposa.,Female,sim,sim,100.0
1982712,2,0,0,2,4,2,Porque ela é tua irmã....,Female,sim,sim,100.0
1983599,2,0,0,2,4,2,Já não sei o que faço pra ser um homem feliz.,Male,sim,sim,100.0
1983897,3,0,0,1,4,3,"sou um moço pobre, porém muito honesto.",Male,sim,sim,100.0
1983901,2,0,0,2,4,2,se para o senhor ser pobre é defeito.,Male,sim,sim,100.0
1984052,4,0,0,0,4,4,Eu sou apenas um homem comum.,Male,sim,sim,100.0
1984071,2,0,0,1,3,2,Sou apenas um homem comum.,Male,sim,sim,100.0
1985129,2,1,0,1,4,3,"Eu sou carne e ela é unha, é paixão que não tem fim....",Female,sim,sim,66.66666666666667
1985132,2,0,0,1,3,2,"Para escrever esses versos, ela foi a inspiração,.",Female,sim,sim,100.0
1986982,1,0,0,2,3,1,Mulheres valentes elas são prudentes.,Female,sim,sim,100.0
1987072,3,0,0,0,3,3,Trás a cura por que ele é doutor.,Male,sim,sim,100.0
1987299,1,0,0,3,4,1,Ele é valente na batalha.,Male,sim,sim,100.0
1987314,3,0,0,1,4,3,Vai sumir pois pra você ele é doutor.,Male,sim,sim,100.0
1987316,2,0,0,1,3,2,Ele é o juiz e também o advogado.,Male,sim,sim,100.0
1987407,3,1,0,0,4,4,Guerreiro do céu os anjos cantam que ele é fiel.,Male,sim,sim,75.0
1987409,3,0,0,1,4,3,Ele é vencedor ele é campeão.,Male,sim,sim,100.0
1987525,2,0,0,2,4,2,Enche o crente de um jeito e deixa ele perfeito.,Male,sim,sim,100.0
1987621,2,0,0,2,4,2,"Ele forte, poderoso é tremendo e milagroso.",Male,sim,sim,100.0
1987940,1,0,0,2,3,1,Ele é mesmo assim ele é tudo pra mim.,Male,sim,sim,100.0
1988302,2,1,0,0,3,3,Senhorita dama da noite.,Female,sim,sim,66.66666666666667
1988701,3,0,0,0,3,3,O Juca era bobo.,Male,sim,sim,100.0
1988702,3,0,0,0,3,3,O Juca era tonto.,Male,sim,sim,100.0
1988739,2,0,0,1,3,2,Juca é bobo.,Male,sim,sim,100.0
1988740,3,0,0,0,3,3,Ou se ele é sabido demais.,Male,sim,sim,100.0
1988877,1,0,0,3,4,1,Um homem triste vai seguindo a caminhada.,Male,sim,sim,100.0
1989068,1,0,0,3,4,1,Ele é o bom da boca é um porra loca.,Male,sim,sim,100.0
1989069,4,0,0,0,4,4,ele é mesmo assim.,Male,sim,sim,100.0
1989291,3,0,0,0,3,3,Basta ter uma viola e mulher boa na festança.,Female,sim,sim,100.0
1989313,1,0,0,2,3,1,Mulher bonita prende fogo no salão.,Female,sim,sim,100.0
1990601,3,0,0,0,3,3,"Chega a doer na vista, ela é maravilhosa.",Female,sim,sim,100.0
1991629,1,0,0,3,4,1,Que mulher igual à ela.,Female,sim,sim,100.0
1991838,2,0,0,2,4,2,"A menina é boa, boa demais.",Female,sim,sim,100.0
1991839,1,0,0,2,3,1,É filha única é fazendeira em.,Female,sim,sim,100.0
1992021,2,1,0,1,4,3,Eu seria o homem mais feliz do mundo.,Male,sim,sim,66.66666666666667
1992204,2,0,0,2,4,2,Sentindo o drama de um homem sozinho.,Male,sim,sim,100.0
1992428,3,0,0,1,4,3,Bebo por uma dama meiga e bela.,Female,sim,sim,100.0
1992431,3,0,0,1,4,3,Ela é a razão do meu sofrer.,Female,sim,sim,100.0
1992460,2,0,0,1,3,2,"Arrume tudo, mãe querida, o seu filho vai voltar.",Female,sim,sim,100.0
1993064,4,0,0,0,4,4,Aquela garota vaidosa.,Female,sim,sim,100.0
1993815,2,0,0,2,4,2,"Não quer saber de malhação, ela tá linda.",Female,sim,sim,100.0
1993817,3,0,0,0,3,3,"Ela é gordinha mas é minha, eu não troco por nada.",Female,sim,sim,100.0
1993819,2,0,0,1,3,2,"Ela é gordinha mas é minha, tem gente querendo.",Female,sim,sim,100.0
1994824,2,0,0,1,3,2,A mulher mais linda que pisou no solo do meu coração.,Female,sim,sim,100.0
1995155,4,0,0,0,4,4,não deixo mulher bonita.,Female,sim,sim,100.0
1995498,3,1,0,0,4,4,Mulher bonita é o que não falta no rodeio.,Female,sim,sim,75.0
1996639,1,0,0,3,4,1,Olha que mulher charmosa.,Female,sim,sim,100.0
1997300,1,0,0,2,3,1,"Ela foi atriz, eu fui infeliz.",Female,sim,sim,100.0
1997311,4,0,0,0,4,4,Mulher bonita não se joga fora.,Female,sim,sim,100.0
1997317,3,0,0,1,4,3,"Ela é doida, eu sou mais.",Female,sim,sim,100.0
1997717,2,0,0,1,3,2,Ela é mulher perfeita.,Female,sim,sim,100.0
1997952,1,0,0,2,3,1,Não sei por que ela adora a vida rude de um homem xucro.,Male,sim,sim,100.0
1997957,1,0,0,3,4,1,Parece ser incrível uma moça delicada.,Female,sim,sim,100.0
1997963,2,0,0,2,4,2,Vivo sozinho sempre fui um homem livre.,Male,sim,sim,100.0
1997971,2,0,0,2,4,2,Festa de moça bonita.,Female,sim,sim,100.0
2000230,1,0,0,1,2,1,"Chiquinha, menina nova,.",Female,sim,sim,100.0
2000463,3,0,0,1,4,3,Ela sempre sorridente a seus pretendentes não diz sim.,Female,sim,sim,100.0
2002061,1,0,0,2,3,1,Você é a moça mais bela.,Female,sim,sim,100.0
2003293,2,1,0,1,4,3,Requebra que requebra menina faceira.,Female,sim,sim,66.66666666666667
2003456,3,0,0,0,3,3,Mulher bonita é o que não falta no bailão.,Female,sim,sim,100.0
2003469,3,0,1,0,4,4,"Não existe mulher feia, é vocês que bebem pouco.",Female,sim,sim,75.0
2005068,3,0,0,1,4,3,"Nas águas sou protegido, rainha mãe.",Female,sim,sim,100.0
2005299,2,0,0,2,4,2,Quem tem mulher bonita sofre igual burro de carga.,Female,sim,sim,100.0
2005307,1,0,0,3,4,1,"Mulher bonita é sempre mais cobiçada, dependendo da cantada ela cai em tentação.",Female,sim,sim,100.0
2005319,2,0,0,1,3,2,"Mulher bonita é bom mas é perigoso, se o peão for nervoso acaba ficando lelé.",Female,sim,sim,100.0
2005359,2,0,0,2,4,2,"Um homem ereto, preso a uma asa de pano.",Male,sim,sim,100.0
2005606,2,0,1,1,4,3,Viola é meu instrumento e a moça é minha viola.,Female,sim,sim,66.66666666666667
2005908,1,0,0,2,3,1,Nóis só quer mulher bonita mas as feias nos persegue.,Female,sim,sim,100.0
2006479,3,0,0,1,4,3,A mina chique numa calça santropê.,Female,sim,sim,100.0
2006878,4,0,0,0,4,4,Beijo de mulher bonita.,Female,sim,sim,100.0
2007175,4,0,0,0,4,4,"Ele é grande é cabeçudo, ele é bravo, é nervoso..",Male,sim,sim,100.0
2007315,1,0,0,3,4,1,Quanto mais mulher bonita a gente bebe e acha “bão”..,Female,sim,sim,100.0
2007316,1,0,0,3,4,1,"Mulher bonita, judia com o coração,.",Female,sim,sim,100.0
2007565,4,0,0,0,4,4,Ela é toda malícia.,Female,sim,sim,100.0
2009230,1,0,0,3,4,1,Ele é livre como o vento.,Male,sim,sim,100.0
2009231,1,0,0,2,3,1,Ele é grande como o mar.,Male,sim,sim,100.0
2009745,3,0,0,0,3,3,"e vamos nessa peleia,potro homem,homem potro..",Male,sim,sim,100.0
2010932,2,0,0,1,3,2,Ela é bem diferente.,Female,sim,sim,100.0
2011132,3,0,0,0,3,3,Ela fica mais certeira.,Female,sim,sim,100.0
2011530,2,0,0,1,3,2,Mulher livre não comprometida.,Female,sim,sim,100.0
2011937,2,1,0,0,3,3,Deus eu não sei como ela foi capaz.,Female,sim,sim,66.66666666666667
2013005,3,0,0,1,4,3,sou o homem mais triste desta cidade.,Male,sim,sim,100.0
2013400,2,1,0,0,3,3,Maria é bom viver.,Female,sim,sim,66.66666666666667
2013749,2,0,0,1,3,2,Ela é a preferida.,Female,sim,sim,100.0
2013750,3,0,0,0,3,3,Ela é a flor da noite.,Female,sim,sim,100.0
2013772,3,0,0,1,4,3,Ela é uma flor da noite.,Female,sim,sim,100.0
2013875,2,1,0,1,4,3,PELA MULHER NA MESMA CAMA.,Female,sim,sim,66.66666666666667
2014838,2,0,0,2,4,2,a mulher mais linda que adoro tanto.,Female,sim,sim,100.0
2014980,3,0,0,1,4,3,Dizendo que ela estava nervosa.,Female,sim,sim,100.0
2014984,2,0,0,1,3,2,Diz que sou o homem melhor deste mundo.,Male,sim,sim,100.0
2015211,1,0,0,2,3,1,Salvo na terra moça boiadeira.,Female,sim,sim,100.0
2015927,3,0,0,1,4,3,Aquele homem selvagem.,Male,sim,sim,100.0
2016689,3,0,0,0,3,3,Ela prefere ser careta.,Female,sim,sim,100.0
2017042,3,0,0,0,3,3,Odeia homem frouxo.,Male,sim,sim,100.0
2018544,2,0,0,1,3,2,E a garota mais bonita que encontrei.,Female,sim,sim,100.0
2019233,4,0,0,0,4,4,Bendita és porque hoje eu sou um homem mais feliz.,Male,sim,sim,100.0
2019242,2,1,0,0,3,3,"Bendita és, porque hoje eu sou um homem mais feliz.",Male,sim,sim,66.66666666666667
2022055,2,0,0,2,4,2,Sua esposa é uma roseira e cada filho é um botão..,Female,sim,sim,100.0
2022329,4,0,0,0,4,4,"Corro de mulher casada pra minha vida não complicar,.",Female,sim,sim,100.0
2022390,1,0,0,3,4,1,"E mulher namoradeira, quando quer trocar de macho..",Female,sim,sim,100.0
2022408,2,0,0,2,4,2,"E mulher namoradeira, quando quer trocar de macho.(2X).",Female,sim,sim,100.0
2022826,1,0,0,2,3,1,O coração da mulher é uma caixa de segredos.,Female,sim,sim,100.0
2023184,2,1,0,0,3,3,(se largarmos da mulher interesseira é porque encontramos.,Female,sim,sim,66.66666666666667
2023185,4,0,0,0,4,4,"a mulher verdadeira, mas lembrem-se meus amigos que mulhe.",Female,sim,sim,100.0
2024289,1,0,0,3,4,1,A mulher verdadeira.,Female,sim,sim,100.0
2024657,1,0,0,3,4,1,Que ela é top.,Female,sim,sim,100.0
2025068,3,0,0,1,4,3,mãe querida.,Female,sim,sim,100.0
2025637,2,0,1,0,3,3,"Mulher bonita, hoje aqui tá cheio.",Female,sim,sim,66.66666666666667
2025939,2,0,0,1,3,2,Fazer o que se ela é moderna?.,Female,sim,sim,100.0
2026003,3,0,0,1,4,3,Eu sou mesmo um homem santo.,Male,sim,sim,100.0
2026021,2,0,0,2,4,2,"Ela é top, é filé.",Female,sim,sim,100.0
2026182,2,0,0,2,4,2,Ela é cheia de jeitinho pra falar comigo.,Female,sim,sim,100.0
2027072,3,0,0,1,4,3,"Eu arrumei um enguiço, com uma mulher ciumenta,.",Female,sim,sim,100.0
2027083,3,0,0,0,3,3,"Se ela continuar nervosa não sei se vou agüentar,.",Female,sim,sim,100.0
2027127,1,0,0,2,3,1,"Só ataca mulher boa, e quando enjoa , sai comentando.",Female,sim,sim,100.0
2027270,3,0,0,1,4,3,Essa mulher é bandida.,Female,sim,sim,100.0
2027391,3,0,0,1,4,3,"Marido quis me matar, mas ela foi camarada..",Female,sim,sim,100.0
2027429,4,0,0,0,4,4,Você é um rapaz tão pobre.,Male,sim,sim,100.0
2027706,2,0,0,2,4,2,Por essa mulher bonita.,Female,sim,sim,100.0
2028222,2,0,0,1,3,2,Homem que tem mulher brava.,Female,sim,sim,100.0
2028935,2,0,0,1,3,2,"Sua menina linda, olha, eu tô do seu lado.",Female,sim,sim,100.0
2028977,2,0,0,1,3,2,Ela mora sozinha.,Female,sim,sim,100.0
2030273,3,0,0,0,3,3,Das coisas que essa mulher é capaz.,Female,sim,sim,100.0
2030287,3,0,0,0,3,3,Essa mulher é uma arma fatal.,Female,sim,sim,100.0
2030290,1,0,0,2,3,1,Ela tá prontinha pra te conquistar.,Female,sim,sim,100.0
2030803,4,0,0,0,4,4,Se me vê com mulher feia pode crer que eu to doente.,Female,sim,sim,100.0
2031671,3,0,0,1,4,3,"Ela é maluca, é linda e sabe que é gostosa.",Female,sim,sim,100.0
2031680,3,0,0,1,4,3,Ela é tipo de mulher independente.,Female,sim,sim,100.0
2031687,3,1,0,0,4,4,Se ela sozinha já é um perigo.,Female,sim,sim,75.0
2031690,2,0,0,2,4,2,Se ela solteira já é um perigo.,Female,sim,sim,100.0
2031839,3,0,0,1,4,3,"Todo homem tá cansado, já chifrou já foi chifrado.",Male,sim,sim,100.0
2031846,2,1,0,1,4,3,vai atrás de menina loucamente apaixonada.,Female,sim,sim,66.66666666666667
2031912,4,0,0,0,4,4,"Ela é princesa, é poderosa.",Female,sim,sim,100.0
2031915,2,0,0,1,3,2,Ela é estrela.,Female,sim,sim,100.0
2031916,3,0,0,1,4,3,Ela é divina.,Female,sim,sim,100.0
2032030,3,0,0,1,4,3,Ela sabe ser sexy sem ser vulgar.,Female,sim,sim,100.0
2032037,2,0,0,2,4,2,E na balada ela é a sensação.,Female,sim,sim,100.0
2033521,3,0,0,0,3,3,A mulher linda por quem sou apaixonado.,Female,sim,sim,100.0
2033537,4,0,0,0,4,4,"Uma moça muito linda, bem na flor da mocidade.",Female,sim,sim,100.0
2034127,2,0,0,2,4,2,Seu jeito maluquinha ela disfarça é tão particular.,Female,sim,sim,100.0
2034475,2,0,0,1,3,2,O meu irmão zé tá louco por uma menina.,Male,sim,sim,100.0
2034478,2,0,0,2,4,2,De fato ela é uma graça.,Female,sim,sim,100.0
2036185,3,0,0,1,4,3,E ele que era um homem sozinho.,Male,sim,sim,100.0
2036219,3,0,0,1,4,3,O rapaz namorador.,Male,sim,sim,100.0
2036726,3,1,0,0,4,4,"Já me avisaram, que ela não é mulher de casar.",Female,sim,sim,75.0
2037712,2,0,1,0,3,3,olhe pro alto minha menina nova vida vai chegar.,Female,sim,sim,66.66666666666667
2038801,2,0,0,2,4,2,Somente ela é minha flor.,Female,sim,sim,100.0
2038836,2,0,0,1,3,2,Junto a mim ela estava tão linda.,Female,sim,sim,100.0
2039161,2,0,0,2,4,2,"Ela é um encanto, ela é uma flor.",Female,sim,sim,100.0
2039290,3,0,0,0,3,3,Se eu fosse um homem fraco.,Male,sim,sim,100.0
2039583,3,0,0,1,4,3,Ela é a luz que domina meu ser.,Female,sim,sim,100.0
2039699,2,0,0,2,4,2,Mãe pensando nisso vivo a lamentar-me.,Female,sim,sim,100.0
2039972,3,0,0,1,4,3,Ele tava acostumado com mulher cheio de frescura.,Male,sim,sim,100.0
2039997,4,0,0,0,4,4,Mas ela é poderosa po po po poderosa.,Female,sim,sim,100.0
2039998,2,0,0,2,4,2,Ela é perigosa pi pi pi pirigosa.,Female,sim,sim,100.0
2039999,2,0,0,2,4,2,Ela é poderosa po po po poderosa.,Female,sim,sim,100.0
2040000,2,0,0,2,4,2,Mas ela é perigosa pi pi pi pirigosa.,Female,sim,sim,100.0
2040498,3,1,0,0,4,4,Ela chega chegando pronta pra detonar.,Female,sim,sim,75.0
2040499,2,1,0,1,4,3,Ela sabe ser gostosa sabe me conquistar.,Female,sim,sim,66.66666666666667
2040502,3,0,0,1,4,3,"Ela é musa ela e top, gata sensual.",Female,sim,sim,100.0
2041105,3,0,0,0,3,3,"Ela sabe ser gostosa, sabe me conquistar.",Female,sim,sim,100.0
2041108,1,0,0,3,4,1,"Ela é musa, ela é top gata sensual.",Female,sim,sim,100.0
2042350,2,0,0,2,4,2,Porque os meninos maiores que eu.,Male,sim,sim,100.0
2042396,2,0,0,1,3,2,Ela é fiel a verdade dela.,Female,sim,sim,100.0
2043561,2,0,1,1,4,3,Sinto a minha alma triste e vazia sem a senhora mãezinha querida.,Female,sim,sim,66.66666666666667
2043598,4,0,0,0,4,4,A moça era milionária.,Female,sim,sim,100.0
2043600,2,0,0,2,4,2,O moço era bem pobre.,Male,sim,sim,100.0
2043621,3,0,0,0,3,3,e hoje por ele ser pobre.,Male,sim,sim,100.0
2043781,1,0,0,3,4,1,"Minha mãe estava muito doente, pra mim foi um golpe dolorido.",Female,sim,sim,100.0
2044168,2,0,0,2,4,2,E lhe digo mulher querida.,Female,sim,sim,100.0
2045522,2,0,0,1,3,2,a mulher mais linda do mundo me olhando.,Female,sim,sim,100.0
2046464,2,0,0,1,3,2,Para um menino tão maluco.,Male,sim,sim,100.0
2046992,1,0,0,2,3,1,A menina pensativa.,Female,sim,sim,100.0
2047290,4,0,0,0,4,4,"Essa mina tá doidona vai descendo até o chão,.",Female,sim,sim,100.0
2047559,2,0,0,2,4,2,"Nois é foda, nois é fera, nóis não copia nóis cria.",Male,sim,sim,100.0
2047837,2,0,0,2,4,2,Uma mulher braba em casa doidinha pra me matar.,Female,sim,sim,100.0
2048415,1,0,0,2,3,1,Só que ela tão modesta.,Female,sim,sim,100.0
2048437,2,0,0,2,4,2,Por que ele muito esperto.,Male,sim,sim,100.0
2048782,2,0,0,2,4,2,Por viver em companhia de uma mulher traidora.,Female,sim,sim,100.0
2048870,2,0,0,1,3,2,"Afaste dele, ele é casado.",Male,sim,sim,100.0
2049095,1,0,0,2,3,1,E hoje menina moça.,Female,sim,sim,100.0
2049598,1,0,0,3,4,1,Quem me vê com mulher feia pode crer que eu tô doente.,Female,sim,sim,100.0
2049757,2,1,0,0,3,3,Foi brilhante um moço advogado.,Male,sim,sim,66.66666666666667
2049855,2,0,0,2,4,2,Se a mina for meia louco pra encarar.,Female,sim,sim,100.0
2049960,1,0,0,3,4,1,Deus que mulher divina.,Female,sim,sim,100.0
2049961,3,1,0,0,4,4,Ela tem maior idade.,Female,sim,sim,75.0
2049978,2,0,0,2,4,2,Ela é uma máquina é um avião.,Female,sim,sim,100.0
2050079,2,0,0,2,4,2,ela é bonita e eu sou bonitão.,Female,sim,sim,100.0
2050080,2,0,0,1,3,2,Mulher bonita é comigo mesmo.,Female,sim,sim,100.0
2050101,2,0,0,2,4,2,O homem muito valente.,Male,sim,sim,100.0
2050110,3,1,0,0,4,4,Eu tolero mulher feia mas não me passa pra trás.,Female,sim,sim,75.0
2050113,4,0,0,0,4,4,Dez meninos pequeninos começaram a chorar.,Male,sim,sim,100.0
2050127,2,0,0,1,3,2,"Preciso dos teus abraços, minha dama preferida.",Female,sim,sim,100.0
2050188,4,0,0,0,4,4,Que mulher bonita que aparece.,Female,sim,sim,100.0
2050313,2,0,0,2,4,2,"Essa mina é bela, da balada e do bar.",Female,sim,sim,100.0
2050464,3,0,1,0,4,4,E acha ela tão linda.,Female,sim,sim,75.0
2050475,4,0,0,0,4,4,De um garoto esperto e uma pobre menina.,Male,sim,sim,100.0
2050899,3,0,0,0,3,3,Hoje eu to no grau e não existe mulher feia.,Female,sim,sim,100.0
2051094,1,0,0,3,4,1,"Se ela é bonita,.",Female,sim,sim,100.0
2051097,1,0,0,2,3,1,Se ela é querida.,Female,sim,sim,100.0
2051099,2,0,0,1,3,2,Se ela é famosa eu sou respeitado..,Female,sim,sim,100.0
2052271,1,0,0,3,4,1,eu sou a sua musa preferida.,Female,sim,sim,100.0
2052371,1,0,0,3,4,1,Não falta mulher gostosa no meu carro turbinado.,Female,sim,sim,100.0
2052377,1,0,0,2,3,1,Mulher raparigueira que na hora da zoeira agente passa a noite inteira pra matar meu tesão.,Female,sim,sim,100.0
2053430,2,0,0,2,4,2,"Ele foi o verão, foi a chuva e foi o nome.",Male,sim,sim,100.0
2053436,1,0,0,2,3,1,Ele foi o calor das morenas faceiras.,Male,sim,sim,100.0
2053453,2,0,0,2,4,2,Menina nova quando entra num torrado.,Female,sim,sim,100.0
2053468,1,0,0,3,4,1,Nem aprender o que é um torrado de moça nova.,Female,sim,sim,100.0
2053984,2,0,0,0,2,2,Eu vou fazer de você a mulher mais feliz do mundo.,Female,sim,sim,100.0
2054128,3,0,0,1,4,3,"Ela é linda,faz questão de esconder sua beleza.",Female,sim,sim,100.0
2054135,1,0,0,2,3,1,Mas sempre segura um homem maduro na vida ela quer se dá bem.,Male,sim,sim,100.0
2054719,4,0,0,0,4,4,A dança que remexe garota safada.,Female,sim,sim,100.0
2054782,2,0,0,1,3,2,Quando a mulher vê que o homem ta apaixonado.,Male,sim,sim,100.0
2054784,2,0,0,1,3,2,E o homem é insistente só fica todo contente.,Male,sim,sim,100.0
2054872,2,0,0,1,3,2,"Ele é muito quente, é bacana e pode crer.",Male,sim,sim,100.0
2055088,4,0,0,0,4,4,"Aqui tem mulher bonita, aqui tem moço educado, isso sim que é.",Female,sim,sim,100.0
2055238,3,0,0,1,4,3,João é alegre pra xuxu.,Male,sim,sim,100.0
2055384,2,0,0,2,4,2,O homem aqui feliz sou eu.,Male,sim,sim,100.0
2055497,1,0,0,3,4,1,Ela é agigantada parece uma tanajura.,Female,sim,sim,100.0
2056760,2,0,0,1,3,2,Pense numa mulher arrumada doida para ser amada.,Female,sim,sim,100.0
2056762,4,0,0,0,4,4,"Mas também pense numa mulher traiçoeira, vagabunda e desordeira.",Female,sim,sim,100.0
2056764,2,1,0,0,3,3,Pense numa mulher objeto que não tem um canto certo.,Female,sim,sim,66.66666666666667
2056766,4,0,0,0,4,4,Também pense numa mulher leviana que só quer a sua cama.,Female,sim,sim,100.0
2056860,2,0,0,1,3,2,Zumbi é senhor das guerras.,Male,sim,sim,100.0
2057155,3,0,0,0,3,3,Ele é um zagueiro.,Male,sim,sim,100.0
2057196,3,0,0,1,4,3,Menina bonita é um céu azul.,Female,sim,sim,100.0
2057199,4,0,0,0,4,4,Ela é alegria de minha tristeza.,Female,sim,sim,100.0
2057639,2,0,0,1,3,2,Pois ela é toda colorida.,Female,sim,sim,100.0
2057640,2,0,0,2,4,2,Ela é a coisa mais meiga.,Female,sim,sim,100.0
2057713,1,0,0,2,3,1,Pois ele é muito bom também.,Male,sim,sim,100.0
2058491,2,0,0,2,4,2,Menina rosa.,Female,sim,sim,100.0
2058540,2,0,0,1,3,2,"Pelo seu amigo mais querido ele foi apunhalado,.",Male,sim,sim,100.0
2059011,3,0,0,1,4,3,Um dia um menino cego.,Male,sim,sim,100.0
2059274,2,0,1,0,3,3,"Menina moça gavião, aluvião, anunciando anunciação.",Female,sim,sim,66.66666666666667
2060174,2,0,0,2,4,2,"Minha menina felina, meu mel , arranhão.",Female,sim,sim,100.0
2060192,3,1,0,0,4,4,"Mulher perversa,.",Female,sim,sim,75.0
2060336,3,0,0,1,4,3,Moça direita e bonita.,Female,sim,sim,100.0
2060343,2,0,0,2,4,2,Que era a moça mais bonita.,Female,sim,sim,100.0
2060666,3,0,0,1,4,3,O sanfoneiro quando vê moça bonita.,Female,sim,sim,100.0
2060798,1,0,0,2,3,1,que a filha é falada em toda região.,Female,sim,sim,100.0
2060804,3,0,0,1,4,3,A Zefa é moça bonita.,Female,sim,sim,100.0
2060808,2,0,0,1,3,2,Os homens ficam quase doidos.,Male,sim,sim,100.0
2060956,1,0,0,2,3,1,Tem menina assanhadinha.,Female,sim,sim,100.0
2061047,3,0,0,1,4,3,Quem nasce em minas é mineiro.,Female,sim,sim,100.0
2061224,2,0,0,1,3,2,É triste seu moço é triste.,Male,sim,sim,100.0
2062120,2,0,0,1,3,2,Essa mina é chapa quente é bandida experiente.,Female,sim,sim,100.0
2062349,2,0,0,2,4,2,Ela anda sexy toda guapetona.,Female,sim,sim,100.0
2062350,2,0,0,2,4,2,"Ela não é amante, não é prostituta, ela é fiel, ela é.",Female,sim,sim,100.0
2063186,2,0,0,2,4,2,E ELA VEM CHEGANDO DE BRANCO MEIGA PURA LINDA E MUITO TÍMIDA.,Female,sim,sim,100.0
2063249,2,0,0,1,3,2,Mas cavalos lentos e mulheres ligeiras salientes.,Female,sim,sim,100.0
2063843,2,0,0,2,4,2,De menino contente.,Male,sim,sim,100.0
2063854,2,0,0,2,4,2,Mulher carinhosa.,Female,sim,sim,100.0
2064077,4,0,0,0,4,4,Eles são discretos e silenciosos.,Male,sim,sim,100.0
2064172,1,0,0,3,4,1,Todo homem deve ter uma esposa bonita.,Female,sim,sim,100.0
2064202,2,0,0,2,4,2,Ela é a paz da minha guerra.,Female,sim,sim,100.0
2064223,2,0,0,2,4,2,Há seis mil anos que o homem vive feliz.,Male,sim,sim,100.0
2064229,1,0,0,3,4,1,Eu sou um homem sincero.,Male,sim,sim,100.0
2064231,3,0,0,1,4,3,Homem sincero quero morrer nascer.,Male,sim,sim,100.0
2064481,2,0,0,2,4,2,Que ele seja o portador da paz.,Male,sim,sim,100.0
2064505,2,0,0,1,3,2,Ela é a razão prá eu ficar.,Female,sim,sim,100.0
2064508,2,1,0,1,4,3,Ela é a razão pra eu ficar.,Female,sim,sim,66.66666666666667
2064894,3,0,1,0,4,4,Menino bom em sua lingua natal.,Male,sim,sim,75.0
2064895,4,0,0,0,4,4,Menino bom que se tornou imortal.,Male,sim,sim,100.0
2065078,1,0,0,2,3,1,O filho do seu menino ficou rapaz.,Male,sim,sim,100.0
2065888,3,0,0,0,3,3,Mulher bonita é vitrine de avenida.,Female,sim,sim,100.0
2065893,2,0,0,2,4,2,Agora eu vivo com ela contente.,Female,sim,sim,100.0
2065904,1,0,0,3,4,1,Viver pra ela é melhor.,Female,sim,sim,100.0
2066640,3,0,0,0,3,3,as moças chiques.,Female,sim,sim,100.0
2066898,2,0,0,1,3,2,Ela era estrela.,Female,sim,sim,100.0
2066904,2,0,0,2,4,2,Mas ela era nova.,Female,sim,sim,100.0
2067282,1,0,0,2,3,1,Aqui meu irmão ela é coisa rara de ver.,Female,sim,sim,100.0
2067661,3,1,0,0,4,4,Mas ela é maior e vacinada (2x).,Female,sim,sim,75.0
2068052,2,1,0,0,3,3,Se prende no rebolado de uma mulher bonita.,Female,sim,sim,66.66666666666667
2068064,2,0,0,2,4,2,Um homem rico gente fina de destaque.,Male,sim,sim,100.0
2068130,1,0,0,2,3,1,"Tem sanfona, tem ganzá, e tem mulher boa.",Female,sim,sim,100.0
2068358,3,0,0,1,4,3,O Homem casado não agüenta.,Male,sim,sim,100.0
2068359,3,0,0,0,3,3,menino chorão e mulher ciumenta.,Female,sim,sim,100.0
2068362,3,0,0,1,4,3,namorei uma garota muito bonitinha.,Female,sim,sim,100.0
2068379,3,0,0,1,4,3,é menino chorão e mulher ciumenta.,Male,sim,sim,100.0
2068414,3,0,0,1,4,3,Veja só moça boba o que é que faz.,Female,sim,sim,100.0
2068591,2,0,0,1,3,2,Francisco que é um menino calma.,Male,sim,sim,100.0
2068671,2,0,0,2,4,2,Meu pai é um homem bom.,Male,sim,sim,100.0
